external_id;ywp_id;ywp_year;ywp_name;actorID;bc_id;conflictID;bc_name;bwd_id;bwd_name;key1;country1;country2;locationid1;locationid2;external_exists;external_name;external_nameid;external_alleged;external_type_X;external_type_Y;external_type_L;external_type_W;external_type_M;external_type_T;external_type_$;external_type_I;external_type_O;external_type_U;external_type_text;external_type_code
721;7782;2007;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2007137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;United States;2;0;1;0;0;1;1;1;0;0;0;0;Troops as secondary warring party, Weapons, Materiel/Logistics, Training/Expertise;XWMT
722;7782;2007;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2007137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;South Korea;732;0;0;0;0;0;0;1;0;0;0;0;Training/Expertise;T
723;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Albania;339;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
724;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Australia;900;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
725;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Austria;305;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
726;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Azerbaijan;373;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
727;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Belgium;211;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
728;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Bulgaria;355;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
729;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Canada;20;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
730;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Croatia;344;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
731;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Czech Republic;316;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
732;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Denmark;390;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
733;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Estonia;366;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
734;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Finland;375;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
735;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;France;220;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
736;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Georgia;372;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
737;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Germany;260;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
738;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Greece;350;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
739;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Hungary;310;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
740;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Iceland;395;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
741;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Ireland;205;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
742;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Italy;325;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
743;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Jordan;663;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
744;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Latvia;367;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
745;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Lithuania;368;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
746;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Luxembourg;212;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
747;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Macedonia;343;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
748;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Netherlands;210;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
749;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;New Zealand;920;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
750;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Norway;385;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
751;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Pakistan;770;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
752;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Poland;290;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
753;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Portugal;235;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
754;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Romania;360;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
755;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Romania;360;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
756;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Slovakia;317;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
757;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Slovenia;349;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
758;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Spain;230;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
759;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Sweden;380;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
760;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Switzerland;225;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
761;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Turkey;640;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
762;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Ukraine;369;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
763;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;United Kingdom;200;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
764;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2008137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;United States;2;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
765;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Albania;339;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
766;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Australia;900;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
767;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Austria;305;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
768;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Azerbaijan;373;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
769;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Belgium;211;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
770;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Bosnia-Herzegovina;346;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
771;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Bulgaria;355;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
772;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Canada;20;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
773;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Croatia;344;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
774;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Czech Republic;316;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
775;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Denmark;390;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
776;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Estonia;366;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
777;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Finland;375;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
778;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;France;220;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
779;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Georgia;372;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
780;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Germany;260;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
781;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Greece;350;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
782;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Hungary;310;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
783;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Iceland;395;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
784;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Ireland;205;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
785;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Italy;325;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
786;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Jordan;663;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
787;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Latvia;367;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
788;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Lithuania;368;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
789;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Luxembourg;212;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
790;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Macedonia;343;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
791;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Netherlands;210;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
792;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;New Zealand;920;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
793;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Norway;385;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
794;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Pakistan;770;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
795;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Poland;290;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
796;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Portugal;235;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
797;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Romania;360;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
798;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Singapore;830;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
799;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Slovakia;317;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
800;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Slovenia;349;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
801;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Spain;230;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
802;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Sweden;380;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
803;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Turkey;640;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
804;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Ukraine;369;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
805;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;United Arab Emirates;696;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
806;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;United Kingdom;200;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
807;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;United States;2;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
809;4851;1996;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;1996137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Pakistan;770;0;0;0;0;1;1;0;1;0;0;0;Weapons, Materiel/Logistics, Funding/Economic Support;WM$
810;4851;1996;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;1996137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Uzbekistan;704;0;0;0;0;1;0;0;0;0;0;0;Weapons;W
811;4851;1996;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;1996137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Saudi Arabia;670;0;0;0;0;0;1;0;1;0;0;0;Materiel/Logistics, Funding/Economic Support;M$
812;4851;1996;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;1996137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Qatar;694;0;0;0;0;0;0;0;1;0;0;0;Funding/Economic Support;$
813;4851;1996;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;1996137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Bahrain;692;0;0;0;0;0;0;0;1;0;0;0;Funding/Economic Support;$
814;4851;1996;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;1996137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;Bahrain;692;0;0;0;0;0;0;0;1;0;0;0;Funding/Economic Support;$
816;5121;2004;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2004137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;al-Qaida;1630;0;0;1;0;0;0;0;0;0;0;0;Access to military or intelligence infrastructure;Y
818;5501;2005;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2005137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;al-Qaida;1630;0;0;1;0;0;0;0;0;0;0;0;Access to military or intelligence infrastructure;Y
820;7526;2006;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2006137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;al-Qaida;1630;0;0;1;0;0;0;0;0;0;0;0;Access to military or intelligence infrastructure;Y
821;7783;2007;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2007137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;al-Qaida;1630;0;0;1;0;0;1;0;0;0;0;0;Access to military or intelligence infrastructure, Materiel/Logistics;YM
828;8620;2009;Taleban;1146;189;137;Afghanistan;327;Government of Afghanistan - Taleban;2009137Government of Afghanistan - Taleban;Afghanistan;;700;0;1;TTP;1199;0;0;0;1;0;0;0;0;0;0;0;Access to Territory;L
831;4852;1996;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1996137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Saudi Arabia;670;0;0;0;0;0;1;0;1;0;0;0;Materiel/Logistics, Funding/Economic Support;M$
832;4854;1997;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1997137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Turkmenistan;701;0;0;0;1;1;1;0;0;0;0;0;Access to Territory, Weapons, Materiel/Logistics;LWM
833;4854;1997;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1997137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Pakistan;770;0;0;0;0;1;0;1;0;0;0;0;Weapons, Training/Expertise;WT
834;4854;1997;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1997137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Saudi Arabia;670;0;0;0;0;0;0;0;1;0;0;0;Funding/Economic Support;$
835;4924;1998;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1998137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Pakistan;770;0;0;0;0;0;0;1;0;0;0;0;Training/Expertise;T
836;4924;1998;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1998137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Saudi Arabia;670;0;0;0;0;0;1;0;1;0;0;0;Materiel/Logistics, Funding/Economic Support;M$
837;4860;1999;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;1999137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Pakistan;770;0;0;0;0;1;0;1;1;0;0;0;Weapons, Training/Expertise, Funding/Economic Support;WT$
838;4861;2000;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;2000137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Pakistan;770;0;0;0;0;1;0;0;1;0;0;0;Weapons, Funding/Economic Support;W$
839;4864;2001;Government of Afghanistan;700;189;137;Afghanistan;423;Government of Afghanistan - UIFSA;2001137Government of Afghanistan - UIFSA;Afghanistan;;700;0;1;Pakistan;770;0;0;0;0;1;0;0;1;0;0;0;Weapons, Funding/Economic Support;W$
