external_id,ywp_id,ywp_year,Key1-2,ywp_name,actorID,bc_id,conflictID,conflictID2,bc_name,bwd_id,bwd_name,country1,country2,locationid1,locationid2,external_exists,external_name,external_alleged,external_type_X,external_type_Y,external_type_L,external_type_W,external_type_M,external_type_T,external_type_$,external_type_I,external_type_O,external_type_U,external_type_text,external_type_code,external_type_of_support 1,external_type_of_support 2,external_type_of_support 3,external_type_of_support 4,external_type_of_support 5,quien_que_aquien5,quien_que_aquien1,quien_que_aquien2,quien_que_aquien3,quien_que_aquien4,quien_ayudo_aquien,quien_conque1,quien_conque2,external_nameid,quien_conque3,quien_conque4,quien_conque5
2263,2321,1998,"19981-216Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice404",Government of Guinea-Bissau,404,37,216,1-216,Guinea Bissau,58,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Guinea,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X,X,,,,,,Guinea ayudo a Government of Guinea Bissau con X,,,,Guinea ayudo a Government of Guinea Bissau,Guinea ayudo con X,,438,,,
2264,2321,1998,"19981-216Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice404",Government of Guinea-Bissau,404,37,216,1-216,Guinea Bissau,58,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Senegal,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X,X,,,,,,Senegal ayudo a Government of Guinea Bissau con X,,,,Senegal ayudo a Government of Guinea Bissau,Senegal ayudo con X,,433,,,
2265,2322,1999,"19991-216Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice404",Government of Guinea-Bissau,404,37,216,1-216,Guinea Bissau,58,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Guinea,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X,X,,,,,,Guinea ayudo a Government of Guinea Bissau con X,,,,Guinea ayudo a Government of Guinea Bissau,Guinea ayudo con X,,438,,,
2266,2322,1999,"19991-216Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice404",Government of Guinea-Bissau,404,37,216,1-216,Guinea Bissau,58,"Government of Guinea-Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Senegal,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X,X,,,,,,Senegal ayudo a Government of Guinea Bissau con X,,,,Senegal ayudo a Government of Guinea Bissau,Senegal ayudo con X,,433,,,
2267,2335,1998,"19981-216Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice1402","Military Junta for the Consolidation of Democracy, Peace and Justice",1402,37,216,1-216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,MFDC,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,"MFDC ayudo a Military Junta for the Consolidation of Democracy, Peace and Justice con Y",,,,"MFDC ayudo a Military Junta for the Consolidation of Democracy, Peace and Justice",MFDC ayudo con Y,,1381,,,
2268,2336,1999,"19991-216Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice1402","Military Junta for the Consolidation of Democracy, Peace and Justice",1402,37,216,1-216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,MFDC,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,"MFDC ayudo a Military Junta for the Consolidation of Democracy, Peace and Justice con Y",,,,"MFDC ayudo a Military Junta for the Consolidation of Democracy, Peace and Justice",MFDC ayudo con Y,,1381,,,
2283,3648,1997,19971-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NSCN-K,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-K ayudo a ATTF con Y,,,,NSCN-K ayudo a ATTF,NSCN-K ayudo con Y,,1066,,,
2284,3648,1997,19971-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PLA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,PLA ayudo a ATTF con Y,,,,PLA ayudo a ATTF,PLA ayudo con Y,,1157,,,
2285,3648,1997,19971-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,ULFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,ULFA ayudo a ATTF con Y,,,,ULFA ayudo a ATTF,ULFA ayudo con Y,,1169,,,
2286,3648,1997,19971-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,UNLF,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,UNLF ayudo a ATTF con Y,,,,UNLF ayudo a ATTF,UNLF ayudo con Y,,1158,,,
2287,3648,1997,19971-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NLFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NLFA ayudo a ATTF con Y,,,,NLFA ayudo a ATTF,NLFA ayudo con Y,,8004,,,
2288,3648,1997,19971-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PREPAK,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,PREPAK ayudo a ATTF con Y,,,,PREPAK ayudo a ATTF,PREPAK ayudo con Y,,1161,,,
2289,3657,1998,19981-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NSCN-K,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-K ayudo a ATTF con Y,,,,NSCN-K ayudo a ATTF,NSCN-K ayudo con Y,,1066,,,
2290,3657,1998,19981-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PLA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,PLA ayudo a ATTF con Y,,,,PLA ayudo a ATTF,PLA ayudo con Y,,1157,,,
2291,3657,1998,19981-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,ULFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,ULFA ayudo a ATTF con Y,,,,ULFA ayudo a ATTF,ULFA ayudo con Y,,1169,,,
2292,3657,1998,19981-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,UNLF,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,UNLF ayudo a ATTF con Y,,,,UNLF ayudo a ATTF,UNLF ayudo con Y,,1158,,,
2293,3657,1998,19981-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NLFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NLFA ayudo a ATTF con Y,,,,NLFA ayudo a ATTF,NLFA ayudo con Y,,8004,,,
2294,3657,1998,19981-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PREPAK,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,PREPAK ayudo a ATTF con Y,,,,PREPAK ayudo a ATTF,PREPAK ayudo con Y,,1161,,,
2295,3665,1999,19991-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NSCN-K,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-K ayudo a ATTF con Y,,,,NSCN-K ayudo a ATTF,NSCN-K ayudo con Y,,1066,,,
2296,3665,1999,19991-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PLA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,PLA ayudo a ATTF con Y,,,,PLA ayudo a ATTF,PLA ayudo con Y,,1157,,,
2297,3665,1999,19991-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,ULFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,ULFA ayudo a ATTF con Y,,,,ULFA ayudo a ATTF,ULFA ayudo con Y,,1169,,,
2298,3665,1999,19991-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,UNLF,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,UNLF ayudo a ATTF con Y,,,,UNLF ayudo a ATTF,UNLF ayudo con Y,,1158,,,
2299,3665,1999,19991-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NLFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NLFA ayudo a ATTF con Y,,,,NLFA ayudo a ATTF,NLFA ayudo con Y,,8004,,,
2300,3665,1999,19991-139Government of India - ATTF1149,ATTF,1149,160,139,1-139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PREPAK,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,PREPAK ayudo a ATTF con Y,,,,PREPAK ayudo a ATTF,PREPAK ayudo con Y,,1161,,,
2306,5432,2005,20051-29Government of India - CPI-Maoist1037,CPI-Maoist,1037,209,29,ene-29,India,451,Government of India - CPI-Maoist,India,,750,0,1,CPN-M,0,0,1,0,1,0,1,0,0,0,0,"Access to military or intelligence infrastructure, , Weapons, Training/Expertise",YWT,Y,W,T,,,,CPN-M ayudo a CPI-M con Y,CPN-M ayudo a CPI-M con W,CPN-M ayudo a CPI-M con T,,CPN-M ayudo a CPI-M,CPN-M ayudo con Y,CPN-M ayudo con W,1100,CPN-M ayudo con T,,
2307,5432,2005,20051-29Government of India - CPI-Maoist1037,CPI-Maoist,1037,209,29,ene-29,India,451,Government of India - CPI-Maoist,India,,750,0,1,CCOMPOSA,0,0,0,0,1,0,0,0,0,0,0,Weapons,W,W,,,,,,CCOMPOSA ayudo a CPI-M con W,,,,CCOMPOSA ayudo a CPI-M,CCOMPOSA ayudo con W,,9408,,,
2308,5432,2005,20051-29Government of India - CPI-Maoist1037,CPI-Maoist,1037,209,29,ene-29,India,451,Government of India - CPI-Maoist,India,,750,0,1,ULFA,0,0,0,0,1,0,0,0,0,0,0,Weapons,W,W,,,,,,ULFA ayudo a CPI-M con W,,,,ULFA ayudo a CPI-M,ULFA ayudo con W,,1169,,,
2309,7495,2006,20061-29Government of India - CPI-Maoist1037,CPI-Maoist,1037,209,29,ene-29,India,451,Government of India - CPI-Maoist,India,,750,0,1,CCOMPOSA,0,0,0,0,1,0,0,0,0,0,0,Weapons,W,W,,,,,,CCOMPOSA ayudo a CPI-M con W,,,,CCOMPOSA ayudo a CPI-M,CCOMPOSA ayudo con W,,9408,,,
2311,8303,2008,20081-29Government of India - CPI-Maoist1037,CPI-Maoist,1037,209,29,ene-29,India,451,Government of India - CPI-Maoist,India,,750,0,1,PLA,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U,U,,,,,,PLA ayudo a CPI-M con U,,,,PLA ayudo a CPI-M,PLA ayudo con U,,1157,,,
2369,4438,1989,19891-169Government of India - Kashmir insurgents1168,Kashmir insurgents,1168,206,169,1-169,India (Kashmir),355,Government of India - Kashmir insurgents,India,,750,0,-1,Pakistan,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Pakistan ayudo a Kashmir insurgents con L,,,,Pakistan ayudo a Kashmir insurgents,Pakistan ayudo con L,,770,,,
2370,4445,1990,19901-169Government of India - Kashmir insurgents1168,Kashmir insurgents,1168,206,169,1-169,India (Kashmir),355,Government of India - Kashmir insurgents,India,,750,0,-1,Pakistan,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Pakistan ayudo a Kashmir insurgents con L,,,,Pakistan ayudo a Kashmir insurgents,Pakistan ayudo con L,,770,,,
2371,4459,1991,19911-169Government of India - Kashmir insurgents1168,Kashmir insurgents,1168,206,169,1-169,India (Kashmir),355,Government of India - Kashmir insurgents,India,,750,0,-1,Pakistan,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Pakistan ayudo a Kashmir insurgents con L,,,,Pakistan ayudo a Kashmir insurgents,Pakistan ayudo con L,,770,,,
2390,8314,2008,20081-152Government of India - KCP750,Government of India,750,190,152,1-152,India (Manipur),764,Government of India - KCP,India,,750,0,1,Myanmar,0,0,0,0,0,0,0,0,1,0,0,Intelligence material,I,I,,,,,,Myanmar ayudo a Government of India con I,,,,Myanmar ayudo a Government of India,Myanmar ayudo con I,,775,,,
2395,9199,1997,19971-263Government of India - KNF1159,KNF,1159,364,263,1-263,India (Kukiland),788,Government of India - KNF,India,,750,0,1,KIO,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T,T,,,,,,KIO ayudo a KNF con T,,,,KIO ayudo a KNF,KIO ayudo con T,,1043,,,
2404,4455,2003,20031-29Government of India - MCC750,Government of India,750,209,29,ene-29,India,406,Government of India - MCC,India,,750,0,-1,Nepal,0,0,0,0,1,0,0,0,0,0,0,Weapons,W,W,,,,,,Nepal ayudo a Government of India con W,,,,Nepal ayudo a Government of India,Nepal ayudo con W,,790,,,
2411,4766,2000,20001-29Government of India - MCC1036,MCC,1036,209,29,ene-29,India,406,Government of India - MCC,India,,750,0,-1,Pakistan,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT,W,M,T,,,,Pakistan ayudo a MCC con W,Pakistan ayudo a MCC con M,Pakistan ayudo a MCC con T,,Pakistan ayudo a MCC,Pakistan ayudo con W,Pakistan ayudo con M,770,Pakistan ayudo con T,,
2414,4772,2002,20021-29Government of India - MCC1036,MCC,1036,209,29,ene-29,India,406,Government of India - MCC,India,,750,0,-1,CPN-M,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,CPN-M ayudo a MCC con Y,,,,CPN-M ayudo a MCC,CPN-M ayudo con Y,,1100,,,
2416,4746,2003,20031-29Government of India - MCC1036,MCC,1036,209,29,ene-29,India,406,Government of India - MCC,India,,750,0,-1,CPN-M,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,CPN-M ayudo a MCC con Y,,,,CPN-M ayudo a MCC,CPN-M ayudo con Y,,1100,,,
2418,5178,2004,20041-29Government of India - MCC1036,MCC,1036,209,29,ene-29,India,406,Government of India - MCC,India,,750,0,-1,CPN-M,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,CPN-M ayudo a MCC con Y,,,,CPN-M ayudo a MCC,CPN-M ayudo con Y,,1100,,,
2420,3857,1994,19941-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bhutan ayudo a BDSF con L,,,,Bhutan ayudo a BDSF,Bhutan ayudo con L,,760,,,
2431,4541,2003,20031-227Government of India - NDFB750,Government of India,750,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,Bhutan ayudo a Government of India con Y,,,,Bhutan ayudo a Government of India,Bhutan ayudo con Y,,760,,,
2434,3872,1996,19961-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bhutan ayudo a NDFB con L,,,,Bhutan ayudo a NDFB,Bhutan ayudo con L,,760,,,
2437,3880,1999,19991-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,ULFA,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,ULFA ayudo a NDFB con Y,,,,ULFA ayudo a NDFB,ULFA ayudo con Y,,1169,,,
2438,3880,1999,19991-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NDFB con Y,,,,NSCN-IM ayudo a NDFB,NSCN-IM ayudo con Y,,1065,,,
2439,3883,2000,20001-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,0,0,0,1,0,0,1,0,0,0,0,"Access to Territory, Training/Expertise",LT,L,T,,,,,Bhutan ayudo a NDFB con L,Bhutan ayudo a NDFB con T,,,Bhutan ayudo a NDFB,Bhutan ayudo con L,Bhutan ayudo con T,760,,,
2440,3884,2001,20011-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bangladesh,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bangladesh ayudo a NDFB con L,,,,Bangladesh ayudo a NDFB,Bangladesh ayudo con L,,771,,,
2441,3884,2001,20011-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,0,0,0,1,0,0,1,0,0,0,0,"Access to Territory, Training/Expertise",LT,L,T,,,,,Bhutan ayudo a NDFB con L,Bhutan ayudo a NDFB con T,,,Bhutan ayudo a NDFB,Bhutan ayudo con L,Bhutan ayudo con T,760,,,
2444,5176,2004,20041-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Myanmar,0,0,0,1,0,0,1,0,0,0,0,"Access to Territory, Training/Expertise",LT,L,T,,,,,Myanmar ayudo a NDFB con L,Myanmar ayudo a NDFB con T,,,Myanmar ayudo a NDFB,Myanmar ayudo con L,Myanmar ayudo con T,775,,,
2445,5176,2004,20041-227Government of India - NDFB1206,NDFB,1206,183,227,1-227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bangladesh,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bangladesh ayudo a NDFB con L,,,,Bangladesh ayudo a NDFB,Bangladesh ayudo con L,,771,,,
2458,3622,1995,19951-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,ULFA,0,0,0,0,1,0,0,0,0,0,0,Weapons,W,W,,,,,,ULFA ayudo a NLFT con W,,,,ULFA ayudo a NLFT,ULFA ayudo con W,,1169,,,
2459,3649,1997,19971-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NLFT con Y,,,,NSCN-IM ayudo a NLFT,NSCN-IM ayudo con Y,,1065,,,
2460,3649,1997,19971-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,KYKL ayudo a NLFT con Y,,,,KYKL ayudo a NLFT,KYKL ayudo con Y,,9430,,,
2461,3656,1998,19981-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NLFT con Y,,,,NSCN-IM ayudo a NLFT,NSCN-IM ayudo con Y,,1065,,,
2462,3656,1998,19981-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,KYKL ayudo a NLFT con Y,,,,KYKL ayudo a NLFT,KYKL ayudo con Y,,9430,,,
2463,3666,1999,19991-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NLFT con Y,,,,NSCN-IM ayudo a NLFT,NSCN-IM ayudo con Y,,1065,,,
2464,3666,1999,19991-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,KYKL ayudo a NLFT con Y,,,,KYKL ayudo a NLFT,KYKL ayudo con Y,,9430,,,
2465,3669,2000,20001-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NLFT con Y,,,,NSCN-IM ayudo a NLFT,NSCN-IM ayudo con Y,,1065,,,
2466,3669,2000,20001-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,KYKL ayudo a NLFT con Y,,,,KYKL ayudo a NLFT,KYKL ayudo con Y,,9430,,,
2467,3629,2001,20011-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,Bangladesh,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T,T,,,,,,Bangladesh ayudo a NLFT con T,,,,Bangladesh ayudo a NLFT,Bangladesh ayudo con T,,771,,,
2468,3629,2001,20011-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NLFT con Y,,,,NSCN-IM ayudo a NLFT,NSCN-IM ayudo con Y,,1065,,,
2469,3629,2001,20011-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,KYKL ayudo a NLFT con Y,,,,KYKL ayudo a NLFT,KYKL ayudo con Y,,9430,,,
2470,3629,2001,20011-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NDFB,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NDFB ayudo a NLFT con Y,,,,NDFB ayudo a NLFT,NDFB ayudo con Y,,1206,,,
2471,3679,2002,20021-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,Bangladesh,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T,T,,,,,,Bangladesh ayudo a NLFT con T,,,,Bangladesh ayudo a NLFT,Bangladesh ayudo con T,,771,,,
2472,3679,2002,20021-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NSCN-IM ayudo a NLFT con Y,,,,NSCN-IM ayudo a NLFT,NSCN-IM ayudo con Y,,1065,,,
2473,3679,2002,20021-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,KYKL ayudo a NLFT con Y,,,,KYKL ayudo a NLFT,KYKL ayudo con Y,,9430,,,
2474,3679,2002,20021-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NDFB,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y,Y,,,,,,NDFB ayudo a NLFT con Y,,,,NDFB ayudo a NLFT,NDFB ayudo con Y,,1206,,,
2476,5181,2004,20041-139Government of India - NLFT1150,NLFT,1150,160,139,1-139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,Bangladesh,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bangladesh ayudo a NLFT con L,,,,Bangladesh ayudo a NLFT,Bangladesh ayudo con L,,771,,,
2485,3711,1992,19921-54Government of India - NSCN - IM1056,NSCN - IM,1056,169,54,ene-54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Bangladesh,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bangladesh ayudo a NSCN - IM con L,,,,Bangladesh ayudo a NSCN - IM,Bangladesh ayudo con L,,771,,,
2486,3711,1992,19921-54Government of India - NSCN - IM1056,NSCN - IM,1056,169,54,ene-54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Pakistan,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$,W,$,,,,,Pakistan ayudo a NSCN - IM con W,Pakistan ayudo a NSCN - IM con $,,,Pakistan ayudo a NSCN - IM,Pakistan ayudo con W,Pakistan ayudo con $,770,,,
2487,3713,1993,19931-54Government of India - NSCN - IM1056,NSCN - IM,1056,169,54,ene-54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Pakistan,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$,W,$,,,,,Pakistan ayudo a NSCN - IM con W,Pakistan ayudo a NSCN - IM con $,,,Pakistan ayudo a NSCN - IM,Pakistan ayudo con W,Pakistan ayudo con $,770,,,
2490,3720,1996,19961-54Government of India - NSCN - IM1056,NSCN - IM,1056,169,54,ene-54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Bangladesh,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L,L,,,,,,Bangladesh ayudo a NSCN - IM con L,,,,Bangladesh ayudo a NSCN - IM,Bangladesh ayudo con L,,771,,,
2491,3720,1996,19961-54Government of India - NSCN - IM1056,NSCN - IM,1056,169,54,ene-54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Pakistan,0,0,0,0,1,0,0,0,0,0,0,Weapons,W,W,,,,,,Pakistan ayudo a NSCN - IM con W,,,,Pakistan ayudo a NSCN - IM,Pakistan ayudo con W,,770,,,
